,PC-1,PC-2,target
0,1.7110013908872717,0.4766306510407729,3
1,2.178127440496438,-0.2125956174053636,3
2,2.35734522316001,-0.43696345392309577,3
3,2.2241276836601833,-0.2749103653954717,3
4,1.8865763909254185,0.23720237543422398,3
5,1.474803874283264,1.0496430367989942,3
6,1.2316382193607363,1.4770405766424946,3
7,1.5885304369326974,1.0148608498299188,3
8,1.9172376609492083,0.4247053011236412,3
9,1.9140218866453012,0.5281761874128506,3
10,1.7116021405802708,0.8843882539970567,3
11,1.6560338566953072,1.0606524838931215,3
12,1.4526817102676153,1.4343514424446564,3
13,1.1939010681301025,1.7190236922695372,3
14,0.8579769065443495,2.097867654908172,3
15,0.6272337495507623,2.28782384576926,3
16,0.4474959571916586,2.3257345067313056,3
17,-0.017180811022859264,1.7948946523132807,3
18,-0.1187974869503774,0.803499822982058,3
19,1.0857352911727776,0.5894156479974577,3
20,1.379879723949639,0.5984627044553786,0
21,1.0206381560212723,1.387947980575253,3
22,0.6256219690398771,1.8552034391462817,3
23,0.4159714312473775,1.7694826020962002,3
24,0.2641224085404445,1.33744554730241,0
25,-0.6059576925136426,0.5018439849071356,0
26,-1.091891737112199,0.4047562166783539,0
27,-0.8995423326453923,0.023598154997108208,0
28,-1.3331829327656424,-0.44000380906321745,0
29,-1.2800759246361677,-0.29702114947396246,0
30,-0.9652281794342786,-0.22125968069815277,0
31,-0.9409802765950452,0.1128360931602024,0
32,-1.2725007323901243,0.4996345346607045,0
33,-1.675024896876206,0.7220386207129438,0
34,-1.5277582134323922,0.9518389838100123,0
35,-0.9444545657911507,1.525771663942581,0
36,-0.24167741115836047,1.9915710191943647,0
37,0.1444972859614027,1.903125559896796,0
38,0.16726106999687843,1.5648194388746766,0
39,0.1416857494810758,1.2491897077656005,0
40,0.3282278870936382,1.534471163679161,0
41,0.3967936968320241,1.8437682462434182,0
42,0.35805837275273855,1.6735395661547017,0
43,0.4231413422376379,1.0353413661238828,0
44,0.8256571797015175,0.7758556767783507,0
45,1.35498034722988,0.9864260995496312,0
46,1.703216445144378,1.2494445574256767,0
47,1.7467893866942144,1.3966038058074783,0
48,1.9628740425382385,1.031401706141498,0
49,2.414021788031198,0.36103098553511065,0
50,2.7074340044760934,0.0676045865386992,0
51,2.7243379155526815,0.10101718187111301,0
52,2.7830892756043593,0.13220783530697805,0
53,2.8093319264637913,-0.015613389373296807,0
54,2.895728451737375,-0.14648233850432527,0
55,2.8749687847300343,-0.16739799807291242,0
56,2.846474957228325,-0.1566931182069286,0
57,2.9820698913635453,-0.2055065962056633,0
