,PC-1,PC-2,target
0,1.711001390887318,0.4766306510408516,3
1,2.1781274404964424,-0.21259561740534158,3
2,2.3573452231600083,-0.4369634539230952,3
3,2.224127683660185,-0.2749103653954691,3
4,1.8865763909254205,0.2372023754342274,3
5,1.4748038742832656,1.049643036799004,3
6,1.231638219360738,1.4770405766424957,3
7,1.5885304369326998,1.014860849829929,3
8,1.9172376609492083,0.4247053011236464,3
9,1.9140218866453056,0.5281761874128575,3
10,1.711602140580271,0.8843882539970603,3
11,1.6560338566953086,1.0606524838931304,3
12,1.4526817102676184,1.43435144244466,3
13,1.1939010681301059,1.7190236922695334,3
14,0.8579769065443521,2.0978676549081734,3
15,0.6272337495507647,2.2878238457692643,3
16,0.44749595719166113,2.3257345067313095,3
17,-0.01718081102285756,1.7948946523132923,3
18,-0.11879748695037454,0.803499822982071,3
19,1.0857352911727787,0.5894156479974665,3
20,1.3798797239496432,0.59846270445538,0
21,1.0206381560212732,1.387947980575256,3
22,0.6256219690398803,1.8552034391462797,3
23,0.41597143124737895,1.7694826020962058,3
24,0.2641224085404448,1.3374455473024087,0
25,-0.605957692513643,0.5018439849071241,0
26,-1.0918917371122,0.40475621667834766,0
27,-0.8995423326453923,0.023598154997110366,0
28,-1.3331829327656433,-0.44000380906320874,0
29,-1.280075924636168,-0.2970211494739508,0
30,-0.9652281794342783,-0.2212596806981507,0
31,-0.9409802765950461,0.1128360931602055,0
32,-1.2725007323901243,0.4996345346607065,0
33,-1.6750248968762065,0.7220386207129388,0
34,-1.5277582134323908,0.9518389838100172,0
35,-0.9444545657911492,1.5257716639425776,0
36,-0.24167741115835728,1.9915710191943503,0
37,0.14449728596140582,1.9031255598967864,0
38,0.16726106999688145,1.5648194388746688,0
39,0.14168574948107765,1.249189707765592,0
40,0.32822788709364065,1.5344711636791488,0
41,0.3967936968320262,1.8437682462434184,0
42,0.35805837275274194,1.6735395661546908,0
43,0.42314134223763805,1.0353413661238793,0
44,0.8256571797015189,0.7758556767783517,0
45,1.3549803472298814,0.9864260995496426,0
46,1.7032164451443808,1.24944455742569,0
47,1.7467893866942183,1.3966038058074919,0
48,1.9628740425382405,1.0314017061415042,0
49,2.414021788031201,0.3610309855351154,0
50,2.7074340044760965,0.06760458653871029,0
51,2.724337915552683,0.1010171818711118,0
52,2.7830892756043597,0.13220783530698432,0
53,2.809331926463794,-0.015613389373292676,0
54,2.8957284517373756,-0.14648233850432069,0
55,2.8749687847300347,-0.16739799807289854,0
56,2.846474957228325,-0.15669311820692525,0
57,2.982069891363546,-0.20550659620565917,0
58,3.1491089518315523,-0.4466654940935087,0
59,3.284963184827232,-0.7067688964756551,0
60,3.396542360388109,-1.0099514896852975,0
61,3.554284163816787,-1.2023384994805284,0
62,3.7313881405796767,-1.2987758586729377,0
63,3.7814120800475806,-1.3516094365273121,0
64,3.777783041745793,-1.4462327753321922,0
65,3.391733633241905,-1.2841961821808685,0
66,1.5238868174795213,-0.3063192731385143,0
67,0.4037671295912262,0.08721806606280116,0
68,1.2978253703397906,-0.020912448305205587,0
69,1.064344242940727,0.23439259245544158,0
70,-0.06364030764893468,0.5374689456264546,0
71,-0.9168949408428829,0.08605664142287092,15
72,-1.8462223171744188,-0.29778129738175335,15
73,-2.063028200283132,-0.19830754775207962,15
74,-2.030300804438285,-0.3384610273044853,15
75,-2.12181002867111,-0.5618636647694344,15
76,-2.070247547327875,-0.6987866067430335,15
77,-1.536236299103652,-0.5486097337515475,15
78,-1.4073335706114711,-0.16732204667993605,15
79,-2.107653500488541,-0.3164537797049018,15
80,-2.499601118635749,0.16054839529322082,15
81,-2.553616094696636,0.0013809210389539202,15
82,-2.5372761074902037,0.08152830886903646,15
83,-2.510907984054049,0.39925124795403577,15
84,-2.513202869649714,0.5131505182372063,15
85,-2.4279616844833694,0.4142540203754596,15
86,-2.404251719385666,-0.1543284243301858,15
87,-2.4480543492767985,-0.3052706777526864,15
88,-2.4154944289640925,0.05684967315251254,15
89,-2.3224189107093562,0.18491026647520745,15
90,-2.387223366689391,0.11638044958670891,15
91,-2.409955312830885,0.3494616371278656,15
92,-2.4177057074593353,0.5372890317119445,15
93,-2.2889115962494504,0.8207976211096373,15
94,-2.2955375689742086,0.5700951286328294,15
95,-1.911963884717182,0.25894465391978444,0
96,0.13014633415748966,0.41492492956362986,0
97,2.255661980446634,0.2843988157663625,11
98,2.27034131313715,0.5477442820261849,11
99,2.242666973796671,0.5706232371922978,11
100,2.576484309314002,0.157771072126157,11
101,2.660469831813545,-0.029872318597005915,11
102,2.5987515821634335,0.16522712774718773,11
103,2.499061356217349,0.35363487144314626,11
104,2.3236136589274925,0.4997382310683366,11
105,2.214303279979628,0.7034844590835369,11
106,2.248664810853328,0.5893231177176956,11
107,2.4426231427691816,0.2875102622931534,11
108,2.594109063070832,0.15836147435999515,11
109,2.543880472319245,0.27501413717040535,11
110,2.3073815662357298,0.5006256665560336,11
111,1.8922079556720879,1.0695418073337628,11
112,1.6341802227546502,1.4906392890800533,11
113,1.3989842279024503,2.012475758917567,11
114,1.0952624175384398,2.2763579927400435,11
115,1.0326373421872723,2.2757563331389914,11
116,1.086138351830324,2.2642273834435245,11
117,1.0369708308217216,2.169337653897748,11
118,0.7830351876338442,1.4767421583055393,0
119,0.9452867537532774,0.5407255162260293,0
120,1.686675651666267,0.559672888657346,0
121,2.2691412931991146,0.01297662641104229,0
122,2.228092973329009,0.11220855895822668,0
123,1.828371692295572,0.649551313332831,0
124,1.5629903907350697,1.0660983368936594,0
125,1.5838074148907515,1.1119343362785192,0
126,1.6994930414375073,0.9546075927020499,0
127,1.963879814132626,0.42390056648700103,0
128,2.396225489115409,-0.04054866926401083,0
129,2.80957098242923,-0.4722410900121156,0
130,2.705046007565187,-0.5560397688009557,0
131,2.3408225484794727,-0.3304964836204055,0
132,2.3336328092699623,0.19605832318753819,0
133,2.1495371160468193,0.9252112530519349,0
134,1.9507001753454416,1.3078906313550218,0
135,1.9220134210767992,1.4367156930542018,0
136,1.9717408985558516,1.3903454527531558,0
137,1.9749357871268154,0.9501379718350045,0
138,1.764591008118555,0.36757372523472864,0
